1.0176942e-05,2.434042e-08,4.315851e-07,4.315851e-07,1.2966982e-05,5.970653e-06,3.4316445e-06,0.66669154
9.290549e-06,1.667864e-08,3.5952928e-07,3.5952928e-07,1.2969909e-05,5.9719832e-06,3.431634e-06,0.66696733
9.498017e-06,2.2682496e-08,4.1704803e-07,4.1704803e-07,1.2972837e-05,5.9733134e-06,3.4316236e-06,0.6671462
1.0616355e-05,3.3064023e-08,5.01187e-07,5.01187e-07,1.2975765e-05,5.974643e-06,3.4316133e-06,0.6672804
9.37819e-06,2.3300785e-08,4.225277e-07,4.225277e-07,1.2978692e-05,5.975973e-06,3.4316029e-06,0.66763073
9.186619e-06,4.5845077e-08,5.8849724e-07,5.8849724e-07,1.298162e-05,5.977303e-06,3.4315922e-06,0.66789156
8.849414e-06,1.5154194e-08,3.433976e-07,3.433976e-07,1.29845475e-05,5.978632e-06,3.4315817e-06,0.66802573
9.11911e-06,4.5183906e-08,5.843003e-07,5.843003e-07,1.2987475e-05,5.979962e-06,3.431571e-06,0.66820467
9.249035e-06,7.650248e-08,7.58022e-07,7.58022e-07,1.2990403e-05,5.981293e-06,3.4315608e-06,0.6686072
9.245723e-06,5.2635592e-08,6.2998726e-07,6.2998726e-07,1.29933305e-05,5.9826234e-06,3.4315508e-06,0.6686519
9.0259355e-06,8.9098386e-08,8.175565e-07,8.175565e-07,1.299626e-05,5.9839554e-06,3.4315412e-06,0.6689649
9.4800025e-06,2.0480213e-08,3.9691685e-07,3.9691685e-07,1.2999189e-05,5.9852878e-06,3.4315321e-06,0.6692258
9.414499e-06,3.042769e-08,4.812138e-07,4.812138e-07,1.3002116e-05,5.9866206e-06,3.4315233e-06,0.66936
9.404711e-06,2.2784956e-08,4.1796105e-07,4.1796105e-07,1.3005044e-05,5.987953e-06,3.4315142e-06,0.6696209
9.1499605e-06,2.9358993e-08,4.7287745e-07,4.7287745e-07,1.3007972e-05,5.989286e-06,3.4315053e-06,0.6698743
9.695958e-06,5.2468447e-08,6.2899875e-07,6.2899875e-07,1.30109e-05,5.9906192e-06,3.431497e-06,0.6702843
9.616554e-06,2.9576482e-08,4.745858e-07,4.745858e-07,1.3013828e-05,5.9919525e-06,3.4314883e-06,0.6704632
9.949702e-06,2.8149477e-08,4.6326187e-07,4.6326187e-07,1.30167555e-05,5.9932854e-06,3.4314799e-06,0.6707837
9.54978e-06,1.7536903e-08,3.683013e-07,3.683013e-07,1.3019683e-05,5.9946187e-06,3.4314712e-06,0.67103714
1.0015027e-05,8.6868056e-08,8.0733446e-07,8.0733446e-07,1.30226135e-05,5.9959525e-06,3.4314623e-06,0.6712533
9.364959e-06,3.840529e-08,5.3939374e-07,5.3939374e-07,1.3025545e-05,5.9972867e-06,3.4314535e-06,0.6714769
9.531792e-06,1.8998692e-08,3.8278014e-07,3.8278014e-07,1.3028475e-05,5.9986205e-06,3.4314444e-06,0.6716111
9.33372e-06,1.4351166e-08,3.3458804e-07,3.3458804e-07,1.3031406e-05,5.9999534e-06,3.4314353e-06,0.67174524
9.590724e-06,4.947925e-08,6.1105214e-07,6.1105214e-07,1.3034337e-05,6.001287e-06,3.4314264e-06,0.6721403
9.355202e-06,2.8555142e-08,4.6650894e-07,4.6650894e-07,1.3037268e-05,6.0026214e-06,3.4314173e-06,0.6725726
8.766706e-06,1.9020339e-08,3.8299044e-07,3.8299044e-07,1.30401995e-05,6.003955e-06,3.4314082e-06,0.67284095
9.422856e-06,4.829117e-08,6.0377107e-07,6.0377107e-07,1.3043132e-05,6.00529e-06,3.4313991e-06,0.6731913
9.481349e-06,3.5576296e-08,5.1950724e-07,5.1950724e-07,1.3046065e-05,6.006624e-06,3.43139e-06,0.6733702
9.844636e-06,1.1305495e-07,9.20227e-07,9.20227e-07,1.3048998e-05,6.0079587e-06,3.431381e-06,0.673728
9.5870355e-06,2.0005963e-08,3.9244685e-07,3.9244685e-07,1.3051934e-05,6.009295e-06,3.4313719e-06,0.67386216
