,time,rri,RRI
,16:08:58,0,NaN
,16:08:59,0,NaN
,16:09:00,0,NaN
,16:09:01,0,NaN
,16:09:02,0,NaN
,16:09:03,0,NaN
,16:09:04,0,NaN
79,16:09:05,0,NaN
,16:09:06,0,NaN
,16:09:07,0,NaN
,16:09:08,0,NaN
,16:09:09,1.333333333,1.333333333
,16:09:10,0,NaN
,16:09:11,0,NaN
,16:09:12,0,NaN
,16:09:13,0,NaN
,16:09:14,1.35,1.35
,16:09:15,0,NaN
,16:09:16,0,NaN
,16:09:17,0,NaN
,16:09:18,0,NaN
,16:09:19,1.4,1.4
,16:09:20,0,NaN
79,16:09:21,0,NaN
,16:09:22,0,NaN
,16:09:23,0,NaN
,16:09:24,1.433333333,1.433333333
,16:09:25,0,NaN
,16:09:26,0,NaN
,16:09:27,0,NaN
,16:09:28,0,NaN
,16:09:29,1.416666667,1.416666667
,16:09:30,0,NaN
,16:09:31,0,NaN
,16:09:32,0,NaN
,16:09:33,0,NaN
,16:09:34,0,NaN
,16:09:35,0,NaN
,16:09:36,0,NaN
80,16:09:37,0,NaN
,16:09:38,0,NaN
,16:09:39,1.433333333,1.433333333
,16:09:40,0,NaN
,16:09:41,0,NaN
,16:09:42,0,NaN
83,16:09:43,0,NaN
,16:09:44,1.433333333,1.433333333
,16:09:45,0,NaN
,16:09:46,0,NaN
,16:09:47,0,NaN
,16:09:48,0,NaN
82,16:09:49,1.433333333,1.433333333
,16:09:50,0,NaN
,16:09:51,0,NaN
,16:09:52,0,NaN
,16:09:53,0,NaN
,16:09:54,0,NaN
81,16:09:55,0,NaN
,16:09:56,0,NaN
,16:09:57,0,NaN
,16:09:58,0,NaN
,16:09:59,0,NaN
,16:10:00,0,NaN
82,16:10:01,0,NaN
,16:10:02,0,NaN
,16:10:03,0,NaN
,16:10:04,1.433333333,1.433333333
,16:10:05,0,NaN
,16:10:06,0,NaN
82,16:10:07,0,NaN
,16:10:08,0,NaN
,16:10:09,0,NaN
,16:10:10,0,NaN
,16:10:11,0,NaN
,16:10:12,0,NaN
81,16:10:13,0,NaN
,16:10:14,0,NaN
,16:10:15,0,NaN
,16:10:16,0,NaN
,16:10:17,0,NaN
,16:10:18,0,NaN
,16:10:19,1.45,1.45
,16:10:20,0,NaN
,16:10:21,0,NaN
,16:10:22,0,NaN
,16:10:23,0,NaN
81,16:10:24,0,NaN
,16:10:25,0,NaN
,16:10:26,0,NaN
,16:10:27,0,NaN
,16:10:28,0,NaN
,16:10:29,0,NaN
78,16:10:30,0,NaN
,16:10:31,0,NaN
,16:10:32,0,NaN
,16:10:33,0,NaN
,16:10:34,1.45,1.45
,16:10:35,0,NaN
79,16:10:36,0,NaN
,16:10:37,0,NaN
,16:10:38,0,NaN
,16:10:39,0,NaN
,16:10:40,0,NaN
,16:10:41,0,NaN
79,16:10:42,0,NaN
,16:10:43,0,NaN
,16:10:44,0,NaN
,16:10:45,0,NaN
,16:10:46,0,NaN
,16:10:47,0,NaN
80,16:10:48,0,NaN
,16:10:49,1.45,1.45
,16:10:50,0,NaN
,16:10:51,0,NaN
,16:10:52,0,NaN
,16:10:53,0,NaN
,16:10:54,0,NaN
,16:10:55,0,NaN
,16:10:56,0,NaN
,16:10:57,0,NaN
,16:10:58,0,NaN
81,16:10:59,0,NaN
,16:11:00,0,NaN
,16:11:01,0,NaN
,16:11:02,0,NaN
,16:11:03,0,NaN
,16:11:04,1.45,1.45
,16:11:05,0,NaN
,16:11:06,0,NaN
,16:11:07,0,NaN
,16:11:08,0,NaN
,16:11:09,1.366666667,1.366666667
80,16:11:10,0,NaN
,16:11:11,0,NaN
,16:11:12,0,NaN
,16:11:13,0,NaN
,16:11:14,0,NaN
,16:11:15,0,NaN
,16:11:16,0,NaN
,16:11:17,0,NaN
,16:11:18,0,NaN
,16:11:19,1.35,1.35
,16:11:20,0,NaN
,16:11:21,0,NaN
,16:11:22,0,NaN
,16:11:23,0,NaN
,16:11:24,1.333333333,1.333333333
,16:11:25,0,NaN
80,16:11:26,0,NaN
,16:11:27,0,NaN
,16:11:28,0,NaN
,16:11:29,1.35,1.35
,16:11:30,0,NaN
,16:11:31,0,NaN
81,16:11:32,0,NaN
,16:11:33,0,NaN
,16:11:34,1.366666667,1.366666667
,16:11:35,0,NaN
,16:11:36,0,NaN
,16:11:37,0,NaN
84,16:11:38,0,NaN
,16:11:39,1.383333333,1.383333333
,16:11:40,0,NaN
,16:11:41,0,NaN
,16:11:42,0,NaN
,16:11:43,0,NaN
86,16:11:44,1.4,1.4
,16:11:45,0,NaN
,16:11:46,0,NaN
,16:11:47,0,NaN
,16:11:48,0,NaN
,16:11:49,0,NaN
85,16:11:50,0,NaN
,16:11:51,0,NaN
,16:11:52,0,NaN
,16:11:53,0,NaN
,16:11:54,0,NaN
,16:11:55,0,NaN
,16:11:56,0,NaN
,16:11:57,0,NaN
,16:11:58,0,NaN
,16:11:59,1.4,1.4
,,,
86,,,
,,,
,,,
,,,
,,,
,,,
86,,,
,,,
,,,
,,,
,,,
,,,
86,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
86,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
87,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
87,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
87,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
87,,,
,,,
,,,
,,,
,,,
,,,
82,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
81,,,
,,,
,,,
,,,
,,,
,,,
80,,,
,,,
,,,
,,,
,,,
,,,
81,,,
,,,
,,,
,,,
,,,
,,,
82,,,
,,,
,,,
,,,
,,,
,,,
83,,,
,,,
,,,
,,,
,,,
,,,
84,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
84,,,
