,,RRI,RRI
,16:13:43,0,NaN
,16:13:44,0,NaN
,16:13:45,0,NaN
,16:13:46,0,NaN
73,16:13:47,1.216666667,1.216666667
,16:13:48,0,NaN
,16:13:49,0,NaN
,16:13:50,0,NaN
,16:13:51,0,NaN
,16:13:52,0,NaN
,16:13:53,0,NaN
,16:13:54,0,NaN
,16:13:55,0,NaN
,16:13:56,0,NaN
,16:13:57,0,NaN
,16:13:58,0,NaN
,16:13:59,0,NaN
,16:14:00,0,NaN
,16:14:01,0,NaN
73,16:14:02,1.216666667,1.216666667
,16:14:03,0,NaN
,16:14:04,0,NaN
,16:14:05,0,NaN
,16:14:06,0,NaN
74,16:14:07,1.233333333,1.233333333
,16:14:08,0,NaN
,16:14:09,0,NaN
,16:14:10,0,NaN
,16:14:11,0,NaN
75,16:14:12,1.25,1.25
,16:14:13,0,NaN
,16:14:14,0,NaN
,16:14:15,0,NaN
,16:14:16,0,NaN
76,16:14:17,1.266666667,1.266666667
,16:14:18,0,NaN
,16:14:19,0,NaN
,16:14:20,0,NaN
,16:14:21,0,NaN
,16:14:22,0,NaN
,16:14:23,0,NaN
,16:14:24,0,NaN
,16:14:25,0,NaN
,16:14:26,0,NaN
75,16:14:27,1.25,1.25
,16:14:28,0,NaN
,16:14:29,0,NaN
,16:14:30,0,NaN
,16:14:31,0,NaN
75,16:14:32,1.25,1.25
,16:14:33,0,NaN
,16:14:34,0,NaN
,16:14:35,0,NaN
,16:14:36,0,NaN
,16:14:37,0,NaN
,16:14:38,0,NaN
,16:14:39,0,NaN
,16:14:40,0,NaN
,16:14:41,0,NaN
,16:14:42,0,NaN
,16:14:43,0,NaN
,16:14:44,0,NaN
,16:14:45,0,NaN
,16:14:46,0,NaN
77,16:14:47,1.283333333,1.283333333
,16:14:48,0,NaN
,16:14:49,0,NaN
,16:14:50,0,NaN
,16:14:51,0,NaN
76,16:14:52,1.266666667,1.266666667
,16:14:53,0,NaN
,16:14:54,0,NaN
,16:14:55,0,NaN
,16:14:56,0,NaN
74,16:14:57,1.233333333,1.233333333
,16:14:58,0,NaN
,16:14:59,0,NaN
,16:15:00,0,NaN
,16:15:01,0,NaN
75,16:15:02,1.25,1.25
,16:15:03,0,NaN
,16:15:04,0,NaN
,16:15:05,0,NaN
,16:15:06,0,NaN
,16:15:07,0,NaN
,16:15:08,0,NaN
,16:15:09,0,NaN
,16:15:10,0,NaN
,16:15:11,0,NaN
76,16:15:12,1.266666667,1.266666667
,16:15:13,0,NaN
,16:15:14,0,NaN
,16:15:15,0,NaN
,16:15:16,0,NaN
,16:15:17,0,NaN
,16:15:18,0,NaN
,16:15:19,0,NaN
,16:15:20,0,NaN
,16:15:21,0,NaN
81,16:15:22,1.35,1.35
,16:15:23,0,NaN
,16:15:24,0,NaN
,16:15:25,0,NaN
,16:15:26,0,NaN
88,16:15:27,1.466666667,1.466666667
,16:15:28,0,NaN
,16:15:29,0,NaN
,16:15:30,0,NaN
,16:15:31,0,NaN
89,16:15:32,1.483333333,1.483333333
,16:15:33,0,NaN
,16:15:34,0,NaN
,16:15:35,0,NaN
,16:15:36,0,NaN
86,16:15:37,1.433333333,1.433333333
,16:15:38,0,NaN
,16:15:39,0,NaN
,16:15:40,0,NaN
,16:15:41,0,NaN
85,16:15:42,1.416666667,1.416666667
,16:15:43,0,NaN
,16:15:44,0,NaN
,16:15:45,0,NaN
,16:15:46,0,NaN
,16:15:47,0,NaN
,16:15:48,0,NaN
,16:15:49,0,NaN
,16:15:50,0,NaN
,16:15:51,0,NaN
,16:15:52,0,NaN
,16:15:53,0,NaN
,16:15:54,0,NaN
,16:15:55,0,NaN
,16:15:56,0,NaN
85,16:15:57,1.416666667,1.416666667
,16:15:58,0,NaN
,16:15:59,0,NaN
,16:16:00,0,NaN
,16:16:01,0,NaN
,16:16:02,0,NaN
,16:16:03,0,NaN
,16:16:04,0,NaN
,16:16:05,0,NaN
,16:16:06,0,NaN
83,16:16:07,1.383333333,1.383333333
,16:16:08,0,NaN
,16:16:09,0,NaN
,16:16:10,0,NaN
,16:16:11,0,NaN
78,16:16:12,1.3,1.3
,16:16:13,0,NaN
,16:16:14,0,NaN
,16:16:15,0,NaN
,16:16:16,0,NaN
77,16:16:17,1.283333333,1.283333333
,16:16:18,0,NaN
,16:16:19,0,NaN
,16:16:20,0,NaN
,16:16:21,0,NaN
78,16:16:22,1.3,1.3
,16:16:23,0,NaN
,16:16:24,0,NaN
,16:16:25,0,NaN
,16:16:26,0,NaN
,16:16:27,0,NaN
,16:16:28,0,NaN
,16:16:29,0,NaN
,16:16:30,0,NaN
,16:16:31,0,NaN
,16:16:32,0,NaN
,16:16:33,0,NaN
,16:16:34,0,NaN
,16:16:35,0,NaN
,16:16:36,0,NaN
78,16:16:37,1.3,1.3
,16:16:38,0,NaN
,16:16:39,0,NaN
,16:16:40,0,NaN
,16:16:41,0,NaN
,16:16:42,0,NaN
,16:16:43,0,NaN
,16:16:44,0,NaN
,16:16:45,0,NaN
,16:16:46,0,NaN
79,16:16:47,1.316666667,1.316666667
,16:16:48,0,NaN
,16:16:49,0,NaN
,16:16:50,0,NaN
,16:16:51,0,NaN
,16:16:52,0,NaN
,16:16:53,0,NaN
,16:16:54,0,NaN
,16:16:55,0,NaN
,16:16:56,0,NaN
80,16:16:57,1.333333333,1.333333333
,16:16:58,0,NaN
,16:16:59,0,NaN
,16:17:00,0,NaN
,16:17:01,0,NaN
,16:17:02,0,NaN
,16:17:03,0,NaN
,16:17:04,0,NaN
,16:17:05,0,NaN
,16:17:06,0,NaN
79,16:17:07,1.316666667,1.316666667
,16:17:08,0,NaN
,16:17:09,0,NaN
,16:17:10,0,NaN
,16:17:11,0,NaN
78,16:17:12,1.3,1.3
,16:17:13,0,NaN
,16:17:14,0,NaN
,16:17:15,0,NaN
,16:17:16,0,NaN
77,16:17:17,1.283333333,1.283333333
,16:17:18,0,NaN
,16:17:19,0,NaN
,16:17:20,0,NaN
,16:17:21,0,NaN
,16:17:22,0,NaN
,16:17:23,0,NaN
,16:17:24,0,NaN
,16:17:25,0,NaN
,16:17:26,0,NaN
77,16:17:27,1.283333333,1.283333333
,16:17:28,0,NaN
,16:17:29,0,NaN
,16:17:30,0,NaN
,16:17:31,0,NaN
,16:17:32,0,NaN
,16:17:33,0,NaN
,16:17:34,0,NaN
,16:17:35,0,NaN
,16:17:36,0,NaN
,16:17:37,0,NaN
,16:17:38,0,NaN
,16:17:39,0,NaN
,16:17:40,0,NaN
,16:17:41,0,NaN
77,16:17:42,1.283333333,1.283333333
,16:17:43,0,NaN
,16:17:44,0,NaN
,16:17:45,0,NaN
,16:17:46,0,NaN
,16:17:47,0,NaN
,16:17:48,0,NaN
,16:17:49,0,NaN
,16:17:50,0,NaN
,16:17:51,0,NaN
,16:17:52,0,NaN
,16:17:53,0,NaN
,16:17:54,0,NaN
,16:17:55,0,NaN
,16:17:56,0,NaN
78,16:17:57,1.3,1.3
,16:17:58,0,NaN
,16:17:59,0,NaN
,16:18:00,0,NaN
,16:18:01,0,NaN
77,16:18:02,1.283333333,1.283333333
,16:18:03,0,NaN
,16:18:04,0,NaN
,16:18:05,0,NaN
,16:18:06,0,NaN
,16:18:07,0,NaN
,16:18:08,0,NaN
,16:18:09,0,NaN
,16:18:10,0,NaN
,16:18:11,0,NaN
,16:18:12,0,NaN
,16:18:13,0,NaN
,16:18:14,0,NaN
,16:18:15,0,NaN
,16:18:16,0,NaN
77,16:18:17,1.283333333,1.283333333
,16:18:18,0,NaN
,16:18:19,0,NaN
,16:18:20,0,NaN
,16:18:21,0,NaN
,16:18:22,0,NaN
,16:18:23,0,NaN
,16:18:24,0,NaN
,16:18:25,0,NaN
,16:18:26,0,NaN
78,16:18:27,1.3,1.3
,16:18:28,0,NaN
,16:18:29,0,NaN
,16:18:30,0,NaN
,16:18:31,0,NaN
79,16:18:32,1.316666667,1.316666667
,16:18:33,0,NaN
,16:18:34,0,NaN
,16:18:35,0,NaN
,16:18:36,0,NaN
,16:18:37,0,NaN
,16:18:38,0,NaN
,16:18:39,0,NaN
,16:18:40,0,NaN
,16:18:41,0,NaN
,16:18:42,0,NaN
,16:18:43,0,NaN
,16:18:44,0,NaN
,16:18:45,0,NaN
,16:18:46,0,NaN
79,16:18:47,1.316666667,1.316666667
,16:18:48,0,NaN
,16:18:49,0,NaN
,16:18:50,0,NaN
,16:18:51,0,NaN
79,16:18:52,1.316666667,1.316666667
,16:18:53,0,NaN
,16:18:54,0,NaN
,16:18:55,0,NaN
,16:18:56,0,NaN
,16:18:57,0,NaN
,16:18:58,0,NaN
,16:18:59,0,NaN
,16:19:00,0,NaN
,16:19:01,0,NaN
,16:19:02,0,NaN
,16:19:03,0,NaN
,16:19:04,0,NaN
,16:19:05,0,NaN
,16:19:06,0,NaN
79,16:19:07,1.316666667,1.316666667
,16:19:08,0,NaN
,16:19:09,0,NaN
,16:19:10,0,NaN
,16:19:11,0,NaN
,16:19:12,0,NaN
,16:19:13,0,NaN
,16:19:14,0,NaN
,16:19:15,0,NaN
,16:19:16,0,NaN
,16:19:17,0,NaN
,16:19:18,0,NaN
,16:19:19,0,NaN
,16:19:20,0,NaN
,16:19:21,0,NaN
79,16:19:22,1.316666667,1.316666667
,16:19:23,0,NaN
,16:19:24,0,NaN
,16:19:25,0,NaN
,16:19:26,0,NaN
80,16:19:27,1.333333333,1.333333333
,16:19:28,0,NaN
,16:19:29,0,NaN
,16:19:30,0,NaN
,16:19:31,0,NaN
81,16:19:32,1.35,1.35
,16:19:33,0,NaN
,16:19:34,0,NaN
,16:19:35,0,NaN
,16:19:36,0,NaN
80,16:19:37,1.333333333,1.333333333
,16:19:38,0,NaN
,16:19:39,0,NaN
,16:19:40,0,NaN
,16:19:41,0,NaN
,16:19:42,0,NaN
,16:19:43,0,NaN
,16:19:44,0,NaN
,16:19:45,0,NaN
,16:19:46,0,NaN
79,16:19:47,1.316666667,1.316666667
,16:19:48,0,NaN
,16:19:49,0,NaN
,16:19:50,0,NaN
,16:19:51,0,NaN
80,16:19:52,1.333333333,1.333333333
,16:19:53,0,NaN
,16:19:54,0,NaN
,16:19:55,0,NaN
,16:19:56,0,NaN
79,16:19:57,1.316666667,1.316666667
,16:19:58,0,NaN
,16:19:59,0,NaN
,16:20:00,0,NaN
,16:20:01,0,NaN
,16:20:02,0,NaN
,16:20:03,0,NaN
,16:20:04,0,NaN
,16:20:05,0,NaN
,16:20:06,0,NaN
,16:20:07,0,NaN
,16:20:08,0,NaN
,16:20:09,0,NaN
,16:20:10,0,NaN
,16:20:11,0,NaN
79,16:20:12,1.316666667,1.316666667
,16:20:13,0,NaN
,16:20:14,0,NaN
,16:20:15,0,NaN
,16:20:16,0,NaN
76,16:20:17,1.266666667,1.266666667
,16:20:18,0,NaN
,16:20:19,0,NaN
,16:20:20,0,NaN
,16:20:21,0,NaN
75,16:20:22,1.25,1.25
,16:20:23,0,NaN
,16:20:24,0,NaN
,16:20:25,0,NaN
,16:20:26,0,NaN
74,16:20:27,1.233333333,1.233333333
,16:20:28,0,NaN
,16:20:29,0,NaN
,16:20:30,0,NaN
,16:20:31,0,NaN
75,16:20:32,1.25,1.25
,16:20:33,0,NaN
,16:20:34,0,NaN
,16:20:35,0,NaN
,16:20:36,0,NaN
,16:20:37,0,NaN
,16:20:38,0,NaN
,16:20:39,0,NaN
,16:20:40,0,NaN
,16:20:41,0,NaN
,16:20:42,0,NaN
,16:20:43,0,NaN
,16:20:44,0,NaN
,16:20:45,0,NaN
,16:20:46,0,NaN
76,16:20:47,1.266666667,1.266666667
,16:20:48,0,NaN
,16:20:49,0,NaN
,16:20:50,0,NaN
,16:20:51,0,NaN
79,16:20:52,1.316666667,1.316666667
,16:20:53,0,NaN
,16:20:54,0,NaN
,16:20:55,0,NaN
,16:20:56,0,NaN
78,16:20:57,1.3,1.3
,16:20:58,0,NaN
,16:20:59,0,NaN
,16:21:00,0,NaN
,16:21:01,0,NaN
77,16:21:02,1.283333333,1.283333333
,16:21:03,0,NaN
,16:21:04,0,NaN
,16:21:05,0,NaN
,16:21:06,0,NaN
,16:21:07,0,NaN
,16:21:08,0,NaN
,16:21:09,0,NaN
,16:21:10,0,NaN
,16:21:11,0,NaN
76,16:21:12,1.266666667,1.266666667
,16:21:13,0,NaN
,16:21:14,0,NaN
,16:21:15,0,NaN
,16:21:16,0,NaN
,16:21:17,0,NaN
,16:21:18,0,NaN
,16:21:19,0,NaN
,16:21:20,0,NaN
,16:21:21,0,NaN
,16:21:22,0,NaN
,16:21:23,0,NaN
,16:21:24,0,NaN
,16:21:25,0,NaN
,16:21:26,0,NaN
76,16:21:27,1.266666667,1.266666667
,16:21:28,0,NaN
,16:21:29,0,NaN
,16:21:30,0,NaN
,16:21:31,0,NaN
75,16:21:32,1.25,1.25
,16:21:33,0,NaN
,16:21:34,0,NaN
,16:21:35,0,NaN
,16:21:36,0,NaN
76,16:21:37,1.266666667,1.266666667
,16:21:38,0,NaN
,16:21:39,0,NaN
,16:21:40,0,NaN
,16:21:41,0,NaN
75,16:21:42,1.25,1.25
,16:21:43,0,NaN
,16:21:44,0,NaN
,16:21:45,0,NaN
,16:21:46,0,NaN
75,16:21:47,1.25,1.25
,16:21:48,0,NaN
,16:21:49,0,NaN
,16:21:50,0,NaN
,16:21:51,0,NaN
,16:21:52,0,NaN
,16:21:53,0,NaN
,16:21:54,0,NaN
,16:21:55,0,NaN
,16:21:56,0,NaN
,16:21:57,0,NaN
,16:21:58,0,NaN
,16:21:59,0,NaN
,16:22:00,0,NaN
,16:22:01,0,NaN
76,16:22:02,1.266666667,1.266666667
,16:22:03,0,NaN
,16:22:04,0,NaN
,16:22:05,0,NaN
,16:22:06,0,NaN
,16:22:07,0,NaN
,16:22:08,0,NaN
,16:22:09,0,NaN
,16:22:10,0,NaN
,16:22:11,0,NaN
,16:22:12,0,NaN
,16:22:13,0,NaN
,16:22:14,0,NaN
,16:22:15,0,NaN
,16:22:16,0,NaN
77,16:22:17,1.283333333,1.283333333
,16:22:18,0,NaN
,16:22:19,0,NaN
,16:22:20,0,NaN
,16:22:21,0,NaN
78,16:22:22,1.3,1.3
,16:22:23,0,NaN
,16:22:24,0,NaN
,16:22:25,0,NaN
,16:22:26,0,NaN
,16:22:27,0,NaN
78,16:22:28,1.3,1.3
,16:22:29,0,NaN
,16:22:30,0,NaN
,16:22:31,0,NaN
,16:22:32,0,NaN
,16:22:33,0,NaN
,16:22:34,0,NaN
,16:22:35,0,NaN
,16:22:36,0,NaN
,16:22:37,0,NaN
77,16:22:38,1.283333333,1.283333333
,16:22:39,0,NaN
,16:22:40,0,NaN
,16:22:41,0,NaN
,16:22:42,0,NaN
75,16:22:43,1.25,1.25
,16:22:44,0,NaN
,16:22:45,0,NaN
,16:22:46,0,NaN
,16:22:47,0,NaN
,16:22:48,0,NaN
,16:22:49,0,NaN
,16:22:50,0,NaN
,16:22:51,0,NaN
,16:22:52,0,NaN
76,16:22:53,1.266666667,1.266666667
,16:22:54,0,NaN
,16:22:55,0,NaN
,16:22:56,0,NaN
,16:22:57,0,NaN
75,16:22:58,1.25,1.25
,16:22:59,0,NaN
,16:23:00,0,NaN
,16:23:01,0,NaN
,16:23:02,0,NaN
75,16:23:03,1.25,1.25
,16:23:04,0,NaN
,16:23:05,0,NaN
,16:23:06,0,NaN
,16:23:07,0,NaN
,16:23:08,0,NaN
,16:23:09,0,NaN
,16:23:10,0,NaN
,16:23:11,0,NaN
,16:23:12,0,NaN
76,16:23:13,1.266666667,1.266666667
,16:23:14,0,NaN
,16:23:15,0,NaN
,16:23:16,0,NaN
,16:23:17,0,NaN
,16:23:18,0,NaN
,16:23:19,0,NaN
,16:23:20,0,NaN
,16:23:21,0,NaN
,16:23:22,0,NaN
,16:23:23,0,NaN
,16:23:24,0,NaN
,16:23:25,0,NaN
,16:23:26,0,NaN
,16:23:27,0,NaN
75,16:23:28,1.25,1.25
,16:23:29,0,NaN
,16:23:30,0,NaN
,16:23:31,0,NaN
,16:23:32,0,NaN
,16:23:33,0,NaN
,16:23:34,0,NaN
,16:23:35,0,NaN
,16:23:36,0,NaN
,16:23:37,0,NaN
76,16:23:38,1.266666667,1.266666667
,16:23:39,0,NaN
,16:23:40,0,NaN
,16:23:41,0,NaN
,16:23:42,0,NaN
,16:23:43,0,NaN
,16:23:44,0,NaN
,16:23:45,0,NaN
,16:23:46,0,NaN
,16:23:47,0,NaN
,16:23:48,0,NaN
,16:23:49,0,NaN
,16:23:50,0,NaN
,16:23:51,0,NaN
,16:23:52,0,NaN
77,16:23:53,1.283333333,1.283333333
,16:23:54,0,NaN
,16:23:55,0,NaN
,16:23:56,0,NaN
,16:23:57,0,NaN
78,16:23:58,1.3,1.3
,16:23:59,0,NaN
,16:24:00,0,NaN
,16:24:01,0,NaN
,16:24:02,0,NaN
,16:24:03,0,NaN
,16:24:04,0,NaN
,16:24:05,0,NaN
,16:24:06,0,NaN
,16:24:07,0,NaN
84,16:24:08,1.4,1.4
,16:24:09,0,NaN
,16:24:10,0,NaN
,16:24:11,0,NaN
,16:24:12,0,NaN
82,16:24:13,1.366666667,1.366666667
,16:24:14,0,NaN
,16:24:15,0,NaN
,16:24:16,0,NaN
,16:24:17,0,NaN
81,16:24:18,1.35,1.35
,16:24:19,0,NaN
,16:24:20,0,NaN
,16:24:21,0,NaN
,16:24:22,0,NaN
78,16:24:23,1.3,1.3
,16:24:24,0,NaN
,16:24:25,0,NaN
,16:24:26,0,NaN
,16:24:27,0,NaN
,16:24:28,0,NaN
,16:24:29,0,NaN
,16:24:30,0,NaN
,16:24:31,0,NaN
,16:24:32,0,NaN
,16:24:33,0,NaN
,16:24:34,0,NaN
,16:24:35,0,NaN
,16:24:36,0,NaN
,16:24:37,0,NaN
78,16:24:38,1.3,1.3
,16:24:39,0,NaN
,16:24:40,0,NaN
,16:24:41,0,NaN
,16:24:42,0,NaN
,16:24:43,0,NaN
,16:24:44,0,NaN
,16:24:45,0,NaN
,16:24:46,0,NaN
,16:24:47,0,NaN
80,16:24:48,1.333333333,1.333333333
,16:24:49,0,NaN
,16:24:50,0,NaN
,16:24:51,0,NaN
,16:24:52,0,NaN
,16:24:53,0,NaN
,16:24:54,0,NaN
,16:24:55,0,NaN
,16:24:56,0,NaN
,16:24:57,0,NaN
79,16:24:58,1.316666667,1.316666667
,16:24:59,0,NaN
,16:25:00,0,NaN
,16:25:01,0,NaN
,16:25:02,0,NaN
78,16:25:03,1.3,1.3
,16:25:04,0,NaN
,16:25:05,0,NaN
,16:25:06,0,NaN
,16:25:07,0,NaN
77,16:25:08,1.283333333,1.283333333
,16:25:09,0,NaN
,16:25:10,0,NaN
,16:25:11,0,NaN
,16:25:12,0,NaN
76,16:25:13,1.266666667,1.266666667
,16:25:14,0,NaN
,16:25:15,0,NaN
,16:25:16,0,NaN
,16:25:17,0,NaN
,16:25:18,0,NaN
,16:25:19,0,NaN
,16:25:20,0,NaN
,16:25:21,0,NaN
,16:25:22,0,NaN
77,16:25:23,1.283333333,1.283333333
,16:25:24,0,NaN
,16:25:25,0,NaN
,16:25:26,0,NaN
,16:25:27,0,NaN
,16:25:28,0,NaN
,16:25:29,0,NaN
,16:25:30,0,NaN
,16:25:31,0,NaN
,16:25:32,0,NaN
,16:25:33,0,NaN
,16:25:34,0,NaN
,16:25:35,0,NaN
,16:25:36,0,NaN
,16:25:37,0,NaN
77,16:25:38,1.283333333,1.283333333
,16:25:39,0,NaN
,16:25:40,0,NaN
,16:25:41,0,NaN
,16:25:42,0,NaN
76,16:25:43,1.266666667,1.266666667
,16:25:44,0,NaN
,16:25:45,0,NaN
,16:25:46,0,NaN
,16:25:47,0,NaN
77,16:25:48,1.283333333,1.283333333
,16:25:49,0,NaN
,16:25:50,0,NaN
,16:25:51,0,NaN
,16:25:52,0,NaN
,16:25:53,0,NaN
,16:25:54,0,NaN
,16:25:55,0,NaN
,16:25:56,0,NaN
,16:25:57,0,NaN
,16:25:58,0,NaN
,16:25:59,0,NaN
,16:26:00,0,NaN
,16:26:01,0,NaN
,16:26:02,0,NaN
77,16:26:03,1.283333333,1.283333333
,16:26:04,0,NaN
,16:26:05,0,NaN
,16:26:06,0,NaN
,16:26:07,0,NaN
78,16:26:08,1.3,1.3
,16:26:09,0,NaN
,16:26:10,0,NaN
,16:26:11,0,NaN
,16:26:12,0,NaN
78,16:26:13,1.3,1.3
,16:26:14,0,NaN
,16:26:15,0,NaN
,16:26:16,0,NaN
,16:26:17,0,NaN
,16:26:18,0,NaN
,16:26:19,0,NaN
,16:26:20,0,NaN
,16:26:21,0,NaN
,16:26:22,0,NaN
78,16:26:23,1.3,1.3
,16:26:24,0,NaN
,16:26:25,0,NaN
,16:26:26,0,NaN
,16:26:27,0,NaN
77,16:26:28,1.283333333,1.283333333
,16:26:29,0,NaN
,16:26:30,0,NaN
,16:26:31,0,NaN
,16:26:32,0,NaN
75,16:26:33,1.25,1.25
,16:26:34,0,NaN
,16:26:35,0,NaN
,16:26:36,0,NaN
,16:26:37,0,NaN
73,16:26:38,1.216666667,1.216666667
,16:26:39,0,NaN
,16:26:40,0,NaN
,16:26:41,0,NaN
,16:26:42,0,NaN
,16:26:43,0,NaN
,16:26:44,0,NaN
,16:26:45,0,NaN
,16:26:46,0,NaN
,16:26:47,0,NaN
72,16:26:48,1.2,1.2
,16:26:49,0,NaN
,16:26:50,0,NaN
,16:26:51,0,NaN
,16:26:52,0,NaN
,16:26:53,0,NaN
,16:26:54,0,NaN
,16:26:55,0,NaN
,16:26:56,0,NaN
,16:26:57,0,NaN
,16:26:58,0,NaN
,16:26:59,0,NaN
,16:27:00,0,NaN
,16:27:01,0,NaN
,16:27:02,0,NaN
72,16:27:03,1.2,1.2
,16:27:04,0,NaN
,16:27:05,0,NaN
,16:27:06,0,NaN
,16:27:07,0,NaN
,16:27:08,0,NaN
,16:27:09,0,NaN
,16:27:10,0,NaN
,16:27:11,0,NaN
,16:27:12,0,NaN
,16:27:13,0,NaN
,16:27:14,0,NaN
,16:27:15,0,NaN
,16:27:16,0,NaN
,16:27:17,0,NaN
71,16:27:18,1.183333333,1.183333333
,16:27:19,0,NaN
,16:27:20,0,NaN
,16:27:21,0,NaN
,16:27:22,0,NaN
72,16:27:23,1.2,1.2
,16:27:24,0,NaN
,16:27:25,0,NaN
,16:27:26,0,NaN
,16:27:27,0,NaN
,16:27:28,0,NaN
,16:27:29,0,NaN
,16:27:30,0,NaN
,16:27:31,0,NaN
,16:27:32,0,NaN
,16:27:33,0,NaN
,16:27:34,0,NaN
,16:27:35,0,NaN
,16:27:36,0,NaN
,16:27:37,0,NaN
72,16:27:38,1.2,1.2
,16:27:39,0,NaN
,16:27:40,0,NaN
,16:27:41,0,NaN
,16:27:42,0,NaN
74,16:27:43,1.233333333,1.233333333
,16:27:44,0,NaN
,16:27:45,0,NaN
,16:27:46,0,NaN
,16:27:47,0,NaN
75,16:27:48,1.25,1.25
,16:27:49,0,NaN
,16:27:50,0,NaN
,16:27:51,0,NaN
,16:27:52,0,NaN
74,16:27:53,1.233333333,1.233333333
,16:27:54,0,NaN
,16:27:55,0,NaN
,16:27:56,0,NaN
,16:27:57,0,NaN
73,16:27:58,1.216666667,1.216666667
,16:27:59,0,NaN
,16:28:00,0,NaN
,16:28:01,0,NaN
,16:28:02,0,NaN
,16:28:03,0,NaN
,16:28:04,0,NaN
,16:28:05,0,NaN
,16:28:06,0,NaN
,16:28:07,0,NaN
,16:28:08,0,NaN
,16:28:09,0,NaN
,16:28:10,0,NaN
,16:28:11,0,NaN
,16:28:12,0,NaN
72,16:28:13,1.2,1.2
,16:28:14,0,NaN
,16:28:15,0,NaN
,16:28:16,0,NaN
,16:28:17,0,NaN
,16:28:18,0,NaN
,16:28:19,0,NaN
,16:28:20,0,NaN
,16:28:21,0,NaN
,16:28:22,0,NaN
,16:28:23,0,NaN
,16:28:24,0,NaN
,16:28:25,0,NaN
,16:28:26,0,NaN
,16:28:27,0,NaN
72,16:28:28,1.2,1.2
,16:28:29,0,NaN
,16:28:30,0,NaN
,16:28:31,0,NaN
,16:28:32,0,NaN
,16:28:33,0,NaN
,16:28:34,0,NaN
,16:28:35,0,NaN
,16:28:36,0,NaN
,16:28:37,0,NaN
68,16:28:38,1.133333333,1.133333333
,16:28:39,0,NaN
,16:28:40,0,NaN
,16:28:41,0,NaN
,16:28:42,0,NaN
69,16:28:43,1.15,1.15
,16:28:44,0,NaN
,16:28:45,0,NaN
,16:28:46,0,NaN
,16:28:47,0,NaN
70,16:28:48,1.166666667,1.166666667
,16:28:49,0,NaN
,16:28:50,0,NaN
,16:28:51,0,NaN
,16:28:52,0,NaN
,16:28:53,0,NaN
,16:28:54,0,NaN
,16:28:55,0,NaN
,16:28:56,0,NaN
,16:28:57,0,NaN
72,16:28:58,1.2,1.2
,16:28:59,0,NaN
,16:29:00,0,NaN
,16:29:01,0,NaN
,16:29:02,0,NaN
74,16:29:03,1.233333333,1.233333333
,16:29:04,0,NaN
,16:29:05,0,NaN
,16:29:06,0,NaN
,16:29:07,0,NaN
,16:29:08,0,NaN
,16:29:09,0,NaN
,16:29:10,0,NaN
,16:29:11,0,NaN
,16:29:12,0,NaN
,16:29:13,0,NaN
,16:29:14,0,NaN
,16:29:15,0,NaN
,16:29:16,0,NaN
,16:29:17,0,NaN
74,16:29:18,1.233333333,1.233333333
,16:29:19,0,NaN
,16:29:20,0,NaN
,16:29:21,0,NaN
,16:29:22,0,NaN
75,16:29:23,1.25,1.25
,16:29:24,0,NaN
,16:29:25,0,NaN
,16:29:26,0,NaN
,16:29:27,0,NaN
77,16:29:28,1.283333333,1.283333333
,16:29:29,0,NaN
,16:29:30,0,NaN
,16:29:31,0,NaN
,16:29:32,0,NaN
78,16:29:33,1.3,1.3
,16:29:34,0,NaN
,16:29:35,0,NaN
,16:29:36,0,NaN
,16:29:37,0,NaN
,16:29:38,0,NaN
,16:29:39,0,NaN
,16:29:40,0,NaN
,16:29:41,0,NaN
,16:29:42,0,NaN
77,16:29:43,1.283333333,1.283333333
,16:29:44,0,NaN
,16:29:45,0,NaN
,16:29:46,0,NaN
,16:29:47,0,NaN
76,16:29:48,1.266666667,1.266666667
,16:29:49,0,NaN
,16:29:50,0,NaN
,16:29:51,0,NaN
,16:29:52,0,NaN
75,16:29:53,1.25,1.25
,16:29:54,0,NaN
,16:29:55,0,NaN
,16:29:56,0,NaN
,16:29:57,0,NaN
75,16:29:58,1.25,1.25
,16:29:59,0,NaN
,16:30:00,0,NaN
,16:30:01,0,NaN
,16:30:02,0,NaN
,16:30:03,0,NaN
,16:30:04,0,NaN
,16:30:05,0,NaN
,16:30:06,0,NaN
,16:30:07,0,NaN
74,16:30:08,1.233333333,1.233333333
,16:30:09,0,NaN
,16:30:10,0,NaN
,16:30:11,0,NaN
,16:30:12,0,NaN
76,16:30:13,1.266666667,1.266666667
,16:30:14,0,NaN
,16:30:15,0,NaN
,16:30:16,0,NaN
,16:30:17,0,NaN
77,16:30:18,1.283333333,1.283333333
,16:30:19,0,NaN
,16:30:20,0,NaN
,16:30:21,0,NaN
,16:30:22,0,NaN
,16:30:23,0,NaN
,16:30:24,0,NaN
,16:30:25,0,NaN
,16:30:26,0,NaN
,16:30:27,0,NaN
,16:30:28,0,NaN
,16:30:29,0,NaN
,16:30:30,0,NaN
,16:30:31,0,NaN
,16:30:32,0,NaN
85,16:30:33,1.416666667,1.416666667
,16:30:34,0,NaN
,16:30:35,0,NaN
,16:30:36,0,NaN
,16:30:37,0,NaN
84,16:30:38,1.4,1.4
,16:30:39,0,NaN
,16:30:40,0,NaN
,16:30:41,0,NaN
,16:30:42,0,NaN
79,16:30:43,1.316666667,1.316666667
,16:30:44,0,NaN
,16:30:45,0,NaN
